model_name,seed,MAE,RMSE,NNSE,WI,R,KGE
LDW-PSO-RBF,30,0.03721936872125016,0.05058078508106291,0.9295078701377046,0.9799009888896961,0.9613421533823103,0.9429744214034388
LDW-PSO-RBF,15,0.04851694284688383,0.06647082345708337,0.8841951671014583,0.9637413415305883,0.9322313116959656,0.9026066401863488
LDW-PSO-RBF,35,0.042268458986798825,0.05775668297634874,0.910015123285835,0.9733553159968034,0.949275130483349,0.9276560736127348
LDW-PSO-RBF,29,0.04303022642555315,0.05784501284294359,0.9097645320832065,0.9731668211406438,0.9491775702626757,0.9215268173463905
LDW-PSO-RBF,21,0.04525017881476549,0.05922894061804318,0.9058067244538515,0.9719198422793215,0.9465805814378206,0.924527847894617
LDW-PSO-RBF,27,0.051858738564388725,0.07163783517477885,0.8679611790823447,0.9573185480966636,0.9208266560873362,0.8850249874389052
LDW-PSO-RBF,24,0.047714375441775356,0.06340364163682859,0.8935241469104808,0.9673985908273499,0.9385381048871189,0.9110625570316723
LDW-PSO-RBF,10,0.046230987944557954,0.062025097943162126,0.8976350773902216,0.9689454883141371,0.941284188673182,0.9143105045802904
LDW-PSO-RBF,40,0.04727235036067651,0.06455758890257857,0.8900431937714587,0.9661548049855012,0.9362678010578562,0.9061929727693985
LDW-PSO-RBF,42,0.04831536833208122,0.06442567038111233,0.8904429292766396,0.966303488771842,0.9364638136809774,0.9108853810608118
CL-PSO-RBF,24,0.04596858763983465,0.061707403326225777,0.8985749396175028,0.969392165291012,0.9418838447836015,0.9187153664804985
CL-PSO-RBF,10,0.03919774106281064,0.05263034123258203,0.9241216390879425,0.978262804669597,0.9580740118222298,0.9429205764165931
CL-PSO-RBF,21,0.043806088114291986,0.057640067439173256,0.9103455851329978,0.9734278571387729,0.9495090580135686,0.9247855070752076
CL-PSO-RBF,27,0.04655625059881756,0.06339282820120176,0.8935565969813953,0.9674300898018423,0.9385596137829407,0.9115800633805641
CL-PSO-RBF,15,0.04632041849695313,0.06293633004303573,0.894923592479682,0.9679208410852538,0.9394666289476501,0.9145653133554534
CL-PSO-RBF,29,0.0372016982031366,0.05052985407081971,0.9296397757713558,0.9798875596526588,0.9614372176173422,0.9406776414020959
CL-PSO-RBF,35,0.043555791429784205,0.05942782438259792,0.9052331309210057,0.9715218332812877,0.9462562322811287,0.9174543779931525
CL-PSO-RBF,40,0.04544351876983188,0.06183490619850569,0.8981980809233521,0.9691838067396997,0.9416651175318803,0.9148566251671046
CL-PSO-RBF,30,0.03846937559418324,0.052545170327093944,0.9243484621399533,0.9782810880240838,0.9582355044507184,0.9393741869483895
CL-PSO-RBF,42,0.046271561529643505,0.06127450230747478,0.8998509998122564,0.969898621037569,0.9427525288019336,0.9199098914910265
SMA-RBF,10,0.054300149269768394,0.07248116924030526,0.8652554645249219,0.9561498402126114,0.9188562924411188,0.8821202860531647
SMA-RBF,15,0.05760643767963601,0.07725122464631048,0.8496900565600854,0.9500079985637624,0.9073264165947282,0.877433838089196
SMA-RBF,21,0.052501293245614505,0.06973601798105425,0.8740071994377798,0.9598574413277264,0.9251488531105468,0.8926724233080896
SMA-RBF,24,0.055079522045852806,0.07419686906947437,0.8597064308961007,0.9541263105740838,0.9148169595992466,0.8810852933160938
SMA-RBF,27,0.057294837137153366,0.0767933320901278,0.851202292971145,0.9498499512704731,0.908448292613178,0.8644898585290174
SMA-RBF,29,0.056432323424136385,0.07459418168831662,0.8584132116254674,0.9532211743652698,0.9138706101586249,0.8793645817259733
SMA-RBF,30,0.04926571729833907,0.06770773554162603,0.8803656008509946,0.9626163327345221,0.9295991366141246,0.9048914740911866
SMA-RBF,35,0.05623857131458442,0.07313273066040493,0.8631550365975886,0.9552561408146818,0.9173186581629627,0.8815318407915017
GBO-RBF,10,0.033836953697440345,0.046170468118690335,0.9405660899812753,0.9834740245518091,0.9678928203311447,0.9560883615068495
GBO-RBF,15,0.04353289335023205,0.05799288830367908,0.9093444630680703,0.9729833919308617,0.9488672099327657,0.9227334394208975
SMA-RBF,42,0.057205123295145356,0.0752071632762955,0.8564121577150023,0.9524325500987076,0.912326494101348,0.8763114033106922
